,U_val,U_err,n_val,n_err,nh_val,nh_err,ns_val,ns_err,nd_val,nd_err,dx,dy,c_dd_val,c_dd_err,c_dh_val,c_dh_err,c_ds_val,c_ds_err,c_hh_val,c_hh_err,c_nd_val,c_nd_err,c_nh_val,c_nh_err,c_nn_val,c_nn_err,c_ns_val,c_ns_err,c_sh_val,c_sh_err,c_ss_val,c_ss_err
39,7.1,0.407,0.6165865557742015,0.011817559658607053,0.40178757422716793,0.010175289299038735,0.5798382957714626,0.00956716437304485,0.018374130001369438,0.0034721985677183278,2.0,0.0,0.00018653049060541016,0.00024909931400529737,0.0002204215947226311,0.0005089022725954841,-0.0004069520853280425,0.0006084984548228868,0.0035422474982707637,0.0021025626045609075,-3.38911041172225e-05,0.0005213382904215617,-0.003321825903548137,0.0020024585373768365,0.0032879347994309396,0.0021163364568798507,0.0033557170076653877,0.0020209867924426373,-0.003762669092993397,0.0023129336057025472,0.0041696211783214905,0.002712098238005501
40,7.1,0.407,0.6165865557742015,0.011817559658607053,0.40178757422716793,0.010175289299038735,0.5798382957714626,0.00956716437304485,0.018374130001369438,0.0034721985677183278,2.0,1.0,0.0001083861353981074,0.0001897506525288283,-0.0005068048364110578,0.0004308479076971816,0.0003984187010129455,0.000362453782083557,-1.3655202704799622e-05,0.0022081166212905255,0.0006151909718091604,0.0005584780347136609,-0.000493149633706245,0.0020877399492311394,0.0011083406055154472,0.002087674977087224,-0.00012204133810288693,0.002232201785634618,0.0005204600391158692,0.0024008664623333892,-0.0009188787401287628,0.00260927963553493
41,7.1,0.407,0.6165865557742015,0.011817559658607053,0.40178757422716793,0.010175289299038735,0.5798382957714626,0.00956716437304485,0.018374130001369438,0.0034721985677183278,2.0,2.0,-0.0001474151167539234,0.0002447902024739106,0.000872331458425043,0.000600533661835236,-0.0007249163416711222,0.0005108873748666044,-0.002376377983379608,0.0019693664569575913,-0.0010197465751789682,0.0007616560474720993,0.003248709441804615,0.0021032558312075087,-0.004268456016983505,0.0024877195109313122,-0.002228962866625591,0.001954190801137439,0.0015040465249545193,0.002013555251306856,-0.0007791301832833442,0.002193617932201638
42,7.1,0.407,0.6941353681185153,0.013407408823403622,0.3278860630145248,0.01328728283880315,0.6500925058524353,0.013530993129995722,0.0220214311330399,0.0022071039809176164,0.0,0.0,0.019346940680180454,0.0018409060602917727,-0.005871726763274882,0.0008618602141638655,-0.013475213916905574,0.0013837256326079174,0.19558851406858951,0.008107256179123364,0.02521866744345535,0.0025196784867952764,-0.20146024083186462,0.008535478227372311,0.22667890827531995,0.009615276046605718,0.17624157338840918,0.008121133113125508,-0.1897167873053148,0.007751543265404497,0.20319200122222028,0.007619018060252006
43,7.1,0.407,0.6941353681185153,0.013407408823403622,0.3278860630145248,0.01328728283880315,0.6500925058524353,0.013530993129995722,0.0220214311330399,0.0022071039809176164,1.0,0.0,0.00014511062503224276,0.00021905958456483885,0.002587909027417423,0.00039444992974818155,-0.002733019652449669,0.0003865782065829456,-0.01596658422738741,0.003055676582509188,-0.0024427984023851837,0.0005076543977266885,0.01855449325480481,0.0032324033526585872,-0.02099729165719,0.0035310450743182603,-0.016111694852419627,0.002990653695557719,0.013378675199969981,0.002921826280542384,-0.010645655547520312,0.002903276342374876
44,7.1,0.407,0.6941353681185153,0.013407408823403622,0.3278860630145248,0.01328728283880315,0.6500925058524353,0.013530993129995722,0.0220214311330399,0.0022071039809176164,1.0,1.0,-0.00038708613345915716,0.00021231713650089965,0.0012088067958603522,0.0008523678063117764,-0.0008217206624011985,0.0008756463664611282,-0.0036886995474533233,0.0033317431042357653,-0.0015958929293195133,0.000881170998320306,0.004897506343313674,0.0037624648091115704,-0.006493399272633182,0.004343100450865332,-0.0033016134139941923,0.003317029696861341,0.0024798927515929732,0.003081873543790464,-0.0016581720891917968,0.003086537896764544
45,7.1,0.407,0.6941353681185153,0.013407408823403622,0.3278860630145248,0.01328728283880315,0.6500925058524353,0.013530993129995722,0.0220214311330399,0.0022071039809176164,2.0,0.0,3.742484322968108e-05,0.0003203091905654722,0.0004991936856290422,0.0003853265028285259,-0.0005366185288587273,0.0005982496588879354,-0.0018079995568603133,0.0025429505470040397,-0.00046176884239936564,0.00037979774660470164,0.0023071932424893545,0.002501718054886522,-0.0027689620848886523,0.0023903744522645056,-0.0018454244000899289,0.0026630413227929934,0.0013088058712312594,0.002640370195717891,-0.0007721873423724731,0.0027508409191892495
46,7.1,0.407,0.6941353681185153,0.013407408823403622,0.3278860630145248,0.01328728283880315,0.6500925058524353,0.013530993129995722,0.0220214311330399,0.0022071039809176164,2.0,1.0,-5.272898793602168e-05,0.00016362243701881853,0.00017663898596206024,0.0003050300424555009,-0.0001239099980260477,0.00035151739182203524,-0.001850687118465789,0.0017274002799802116,-0.00022936797389809052,0.00034068575056699345,0.0020273261044278412,0.0017673808550065723,-0.002256694078325949,0.0018849824150629418,-0.0017979581305297809,0.0017106270866178528,0.0016740481325037211,0.0017407685146246111,-0.001550138134477654,0.0018388675773566528
47,7.1,0.407,0.6941353681185153,0.013407408823403622,0.3278860630145248,0.01328728283880315,0.6500925058524353,0.013530993129995722,0.0220214311330399,0.0022071039809176164,2.0,2.0,-4.849031710625671e-05,0.00031540372291275853,-0.0004911641292828968,0.0006101032002881706,0.000539654446389148,0.0006619131202311513,-0.0012642826992423002,0.00282777943408858,0.00044267381217663533,0.0007108318142317869,0.0007731185699594115,0.002636420760825954,-0.0003304447577827237,0.002593178758364865,-0.001215792382136005,0.0028613661981023364,0.0017554468285251785,0.0031283239054800795,-0.0022951012749142983,0.0035016656540883986
48,7.1,0.407,0.79441629151062,0.01049081044401298,0.23801025038336554,0.008208504787261862,0.7295632077226486,0.00799440127004546,0.032426541893985784,0.004427666075581867,0.0,0.0,0.027651480405992065,0.00360377661006722,-0.006770922874544683,0.0011387688047104908,-0.020880557531447387,0.002696167131307494,0.15916981163482255,0.004107449106719883,0.034422403280536744,0.004615049652144148,-0.16594073450936755,0.004213141123402178,0.20036313778990406,0.006739902670712787,0.13151833122883053,0.005715959659080561,-0.1523988887602782,0.004311067963283547,0.17327944629172531,0.0043631472062893315
49,7.1,0.407,0.79441629151062,0.01049081044401298,0.23801025038336554,0.008208504787261862,0.7295632077226486,0.00799440127004546,0.032426541893985784,0.004427666075581867,1.0,0.0,-0.0002922775335286299,0.00038743266049722094,0.0032082400348776904,0.0007344406091665068,-0.00291596250134907,0.0007761412415170408,-0.014708596826840226,0.002237574888094361,-0.003500517568406328,0.0008812598497844106,0.017916836861717862,0.002226416849371125,-0.021417354430124158,0.0025124336080132982,-0.014416319293311497,0.0022704138797446922,0.01150035679196247,0.002476965237802674,-0.008584394290613391,0.0028845666653409207
50,7.1,0.407,0.79441629151062,0.01049081044401298,0.23801025038336554,0.008208504787261862,0.7295632077226486,0.00799440127004546,0.032426541893985784,0.004427666075581867,1.0,1.0,-0.0005831162074186668,0.0003606817179157707,0.0004507036676036779,0.0007110618603391985,0.0001324125398149769,0.0007386396354048585,-0.0022340428471581343,0.0023761806654529786,-0.0010338198750223571,0.0008519460257225243,0.0026847465147617332,0.0027732669262874555,-0.003718566389784084,0.003397052469904817,-0.0016509266397394067,0.0023007993104749917,0.0017833391795543728,0.002147714507043073,-0.0019157517193693371,0.0022411726311077867
51,7.1,0.407,0.79441629151062,0.01049081044401298,0.23801025038336554,0.008208504787261862,0.7295632077226486,0.00799440127004546,0.032426541893985784,0.004427666075581867,2.0,0.0,0.0006720315068021364,0.0005600314449575052,-0.0018722230001855104,0.0006260115892115056,0.0012001914933833647,0.000812482284180138,0.001439175878081997,0.0016442711108335221,0.002544254506987636,0.0008665587090497904,-0.0033113988782675677,0.0016777868212941311,0.005855653385255118,0.002089766119621408,0.0007671443712798561,0.0016627275162092333,0.0004330471221034545,0.0018374077864724188,-0.0016332386154869038,0.0023038504462384152
52,7.1,0.407,0.79441629151062,0.01049081044401298,0.23801025038336554,0.008208504787261862,0.7295632077226486,0.00799440127004546,0.032426541893985784,0.004427666075581867,2.0,1.0,-0.00011783168239126181,0.00028067960834330936,-2.9959700078531983e-05,0.000606644194185489,0.0001477913824697766,0.0005906306171112387,-0.0017441326929179678,0.0014139220206633987,-8.78719823127447e-05,0.0007380731101240719,0.001714172992839442,0.0015417780126241606,-0.0018020449751521986,0.001977654278082226,-0.0016263010105267057,0.0013901605189984578,0.001774092392996493,0.0015353520369935925,-0.0019218837754662618,0.0018654100187780562
53,7.1,0.407,0.79441629151062,0.01049081044401298,0.23801025038336554,0.008208504787261862,0.7295632077226486,0.00799440127004546,0.032426541893985784,0.004427666075581867,2.0,2.0,-3.660693834671232e-05,0.00027841648534295867,4.1001708124279235e-05,0.0008050396641745,-4.3947697775762134e-06,0.0007266329133221877,0.0004631679408315471,0.0021127476806024684,-7.760864647100099e-05,0.0009608401582400412,-0.0004221662327073457,0.0025100674646454124,0.00034455758623634186,0.003239442069359743,0.0004997748791783496,0.0019882957659209345,-0.0005041696489558804,0.0019806929515952224,0.0005085644187334963,0.0022246257810394575
